name,token_address,meta_data_img,full_img,rank_est,market_place_state.block_timestamp,date,market_place_state.escrow_address,market_place_state.signature,market_place_state.seller_address,market_place_state.buyer_address,market_place_state.type,market_place_state.marketplace_program_id,market_place_state.marketplace_instance_id,market_place_state.fee,market_place_state.amount,market_place_state.seller_referral_fee,market_place_state.seller_referral_address,market_place_state.buyer_referral_address,market_place_state.buyer_referral_fee,market_place_state.metadata,market_place_state.price
Solana Puppy Pound #1279,Cp2yQw4rN8rVjH7N96eVfAALSEodTG2Y7yvY9286ZB22,https://www.arweave.net/pc8BM_OUoNYvhw35-b9tB4TglhVskhdH3E4NYI4lf44?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/Cp2yQw4rN8rVjH7N96eVfAALSEodTG2Y7yvY9286ZB22,8966,"2/27/2022, 1:16:22 PM",2/27/2022,6gBEvjuwCJ7gPyRixh1ZcVnwLhBZcCC8e2EtMatw8Y3C,49LwzMxEmjG12qktzRyuWz4sgL5XcXFcYqdcEQ1NgyjGerwU5orsY41kR5TKUWMQcisQDcFM3pHVYQNEqdMuvUvo,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,6hFPYwBFevUeM9tZRukXb1EuoRVV4DgaNZxq7YBN9dQy,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0158,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.79
Solana Puppy Pound #3415,DUAJ17C3qJPVKH8FAkrQ4spm3pwPLobjYJRgacAGcC81,https://www.arweave.net/tOX6ygPqGfdh1G5DaaJtGeQhQltnxZCyYRzFyYx0wEw?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/DUAJ17C3qJPVKH8FAkrQ4spm3pwPLobjYJRgacAGcC81,9660,"2/27/2022, 1:17:54 PM",2/27/2022,D3tZikUMCMnSgQ9w7vgbXbT6vA7w7Ka5h3PPfMwnxnHR,2rRBFcF3rWH5Z7tyBNB3W3eQbdNN9To7gpAPuwxihWi8LCqByL1CCVJYudCqTTTq4m89iXNWo69gDszkGQtoXd6d,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,2gnBqY8Unp1NQXER6Y9Bt56423muUNZSA7fqZBrczKmi,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0158,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.79
Solana Puppy Pound #5021,Eae4idb2mpPfhjEoDoc5r7UtUdMmgXtCMakefzY6k2eE,https://www.arweave.net/bFE_sjmW93AGVO1r25Ci4awL295P9S683LgOYN8ZVfI?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/Eae4idb2mpPfhjEoDoc5r7UtUdMmgXtCMakefzY6k2eE,6593,"2/27/2022, 1:27:00 PM",2/27/2022,CWMnMPxeikJTArYM6xDqbgfP1Pky8sdbJZjMG9r7gSVT,5aBC1QLCejcbutRTD3z8nM2e1ToRyw7USCt1MuEEsKdVC8yb53MwafFdHAVNouFJjPgJXrypcT4d1xm56vJ7m7xM,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,DirE179WhA8ZAiRqBgjyyLc2sugyEyMZPGSKvGN4vo21,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0162,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.81
Solana Puppy Pound #6859,5RHFu7oU6pkgevQjW3ZvfpyyV2CN1yzB7ZxMRisEEFCY,https://www.arweave.net/r5hrHq0MfIn-lKp2PO86Q8kxhXKTXWztwvuORfGVuNY?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/5RHFu7oU6pkgevQjW3ZvfpyyV2CN1yzB7ZxMRisEEFCY,7585,"2/27/2022, 1:31:35 PM",2/27/2022,FFyxBEcKjTUk15jGD7A1EiH2G23GMu4dQejtqC7HK8pj,3afU9bP2Ctrt1cuaS8PEytGq83CG6E2gXUExnPgvAoUjB2czNtqAJzb3JHCvq9CvEaTQ6j53mgBwxg4wzBK12pcJ,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,FcLFZxTfds2uxH6HdQKyjSgx246PFJm4L2g6sJJYbrrq,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0162,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.81
Solana Puppy Pound #9772,6W86nYWbFoepZJWX6YL6vqeP7VGJZKpJ87gz8PqJtK19,https://www.arweave.net/Gx70-N0B1k8GEb3FBBMjrJHPtT9HfiXzWsw0jgbsWL0?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/6W86nYWbFoepZJWX6YL6vqeP7VGJZKpJ87gz8PqJtK19,6741,"2/27/2022, 1:37:43 PM",2/27/2022,GjRDra1opETFG1GcK5VkDnsFvQLf87wqjNoYQ6bCQArg,5wUto358QH1aqcwuEq1BPrADBAUWEs8fhLv2YAi49HRMGqNMK4MKwnp643FfwyUuZfe7nkeAUyFo2Ubbv4vo7MEJ,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,3BwYP3Vz7NeZJ6bebQ8NDhwoQ5nMVuJGKAiNJgU5Rrjr,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0166,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.83
Solana Puppy Pound #672,BWqY1BAVQVNUFqMvWnLeKLMcBrtBCTAjUAoaX471eBWb,https://www.arweave.net/bg-9VbogKts8cgMnjOKSF2VfrePIGwhzSCwzCD_GJg0?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/BWqY1BAVQVNUFqMvWnLeKLMcBrtBCTAjUAoaX471eBWb,9334,"2/27/2022, 1:50:59 PM",2/27/2022,27CfTQq3LEXa76UY9bUxJ91PDcVWm1tsZd1kmvnMubBi,cutFYkzVYm85o2cM9w9pvPQftMoCKFnqwLawNKiCRFpw4HQVNEhBTKHmugdNQf84AX61nGSXns5186TLpbwnSWD,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,C2FEKF4y4MPGueNup4gLfSseiRSydkGEqJHZ7Wte6mCS,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0168,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.84
Solana Puppy Pound #5757,9kbhSHN3F6zE7a6UQKZk7JSwCZfEmZpfRDCNuucWtEo2,https://www.arweave.net/05KAJo78v8xnZe6-AMJQc-b84NtoEFEs62YkITV5tvg?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/9kbhSHN3F6zE7a6UQKZk7JSwCZfEmZpfRDCNuucWtEo2,6338,"2/27/2022, 1:55:23 PM",2/27/2022,3ZJ9YtyqnvjAHkQtzi2fYoyCgm8WPQeZ3BUvqN2auRXS,2tskQG9DAKupieuNUGw4JguJMyGS6HuXYymw4pusg1YX4Xio15UiBGMcgnCq8pvZHubDyj2uSj3ZdhVd3ebNCDDR,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,MR6LNN1rYJWhp2is7rdKDpLseRJrQrRymYKQqSnD3Rg,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0176,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.88
Solana Puppy Pound #4735,3XHNovYqToNd1vkYtrH4fhJeh8Lag27w4CRZdSx2zyuA,https://www.arweave.net/yroCUhQNYaan96pcmLKhV5IiX2LuY1t2kpdHa0yQDAg?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/3XHNovYqToNd1vkYtrH4fhJeh8Lag27w4CRZdSx2zyuA,6135,"2/27/2022, 1:57:06 PM",2/27/2022,9ppboQiWtU6yTcw9H5eNBuHvdvxLdfqrC6xYAjTjDesZ,537ETdGcFPZTRWyNmc4L1nzfCoTR9FtMQCGapAtKaBjWLXVFw5jZ6AG4HafVj8wTxVW87m1t4TMMX74b4FktW22K,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,4ZGdY8VMkJq4f9PN82pQdMr6QnYk8qPsU5tchjPMN1HY,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.0178,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.89
Solana Puppy Pound #4988,Ci57ocBqXyWrC3XcTamKW8aFfjAPtBbVCmf7umXJimm1,https://www.arweave.net/fJdKDPHT3Og3L5qE8uBil5icpldQYeu9D3v6cCk8M3E?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/Ci57ocBqXyWrC3XcTamKW8aFfjAPtBbVCmf7umXJimm1,9517,"2/27/2022, 1:57:47 PM",2/27/2022,6eqJfPZayznW5nVs3SWJ8wBCPtQqGRhQcDgLio3Un1Mh,97yFaynP79JWWhNfGwCQeokABmFgcYwSg9E5C88x9cvJJ5Q9XuBiCH8E6Xd63gz4aBbLyG7xWXKa8r9798wFhsh,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,AhLpfrGMFUGcvbTMB1FCBhve3jLebxCMoJRbe34GWEPq,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.018,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.9
Solana Puppy Pound #3690,DrLVhnMsMuMwKUMosDWmXKQVNjncwvWsHdU8NYNShkuj,https://www.arweave.net/L3KfAmz40m5ycushlkKq4X802jRRQ2qpDs8FFUZdZco?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/DrLVhnMsMuMwKUMosDWmXKQVNjncwvWsHdU8NYNShkuj,9576,"2/27/2022, 1:57:48 PM",2/27/2022,Fr8iyBdNiMUdYNtrwo5XnVoxembGVPXBMmswoZVxNTuE,5b9wokEkoeeLz9jZdbvho33CHH5hFketnhpumSGrFPJ5SyHDemBVBfJDt3ztMWFFtxTxpScbfuR8DEE985mc1WyN,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,AhekgaNqTjsqqhX7Q5okdzxQwWzRx7RBEwV7eh8SbhRZ,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.018,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.9
Solana Puppy Pound #2891,Gi9NfHLitGEoWtcQASm3KMiNC9yg7qHtBWSbaDWnGEQb,https://www.arweave.net/8pw5LlF_viJyyiJHATSWcztEnNYv7gnCj_UnYxn0jg8?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/Gi9NfHLitGEoWtcQASm3KMiNC9yg7qHtBWSbaDWnGEQb,8025,"2/27/2022, 1:58:31 PM",2/27/2022,3986juUrvEtjerTYrFNvwCJayBciJAgcxBGjieuQXikH,PL3uJYVwHJ6n9WRDQipbokA8yeyXr64Xz4Mp9PjibEqdiERg1Ms4JJcD4n1heqH9aChoVGPaqfEJ3PS3cu7Y1Gc,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,6wY68EhAYis99bi7DSnVfh2RjiyU5cFBLCWqy2AVJfjX,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.018,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.9
Solana Puppy Pound #1370,C2EYX7t2a1ryDSk6H5LRRFmrM5MYi9m4TwJNDftP5aH4,https://www.arweave.net/Vlq3p2Y2ZnnTiGpVWYx-i629Q0BdsAHAuV4joFMzzhs?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/C2EYX7t2a1ryDSk6H5LRRFmrM5MYi9m4TwJNDftP5aH4,7967,"2/27/2022, 1:59:48 PM",2/27/2022,6Sek9NVtkkMWvmjFCS66h8xVrfXsE3kEHXkihM7vEFsw,3P8QzdptpD3uDZMwRcrafAqYUj4rSuUL1r8gSKXuHaRMvoiDJ3geCe3V9aYQX9Mp3fGig3TnHu2R2wGZc5rJuJ6k,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,4EyBSunFw5AkhLeUBHzM5iGh9bnFcPvcALMyaed2XYU7,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.018,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.9
Solana Puppy Pound #1421,93uzJK2JVrPiyvmJ5XeZi2kuvhoYPk5zyRUmZ15CXNwJ,https://www.arweave.net/lT1XNTEu9mNtTJNviB8PMHPRmr0d2WLG7aXyW7YC-jY?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/93uzJK2JVrPiyvmJ5XeZi2kuvhoYPk5zyRUmZ15CXNwJ,6755,"2/27/2022, 10:08:11 PM",2/27/2022,BmmfJ5Bzv3KVfPTrQxz4PBChynBWP2hkDoGC4dHxzEMq,3csuTFm6W6HGBwdR4ik6jHUJ7Qyi3qjHC8LN8ULXYvTvbsnDykY43ZzVfv56Saa61V6DLLfd9enAYeMQJBNcniJD,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,HgpNWaS9eBC2M4hcjUNZnSfeAoQMAdfRzKTwR736UF5z,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.022,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1.1
Solana Puppy Pound #3595,Fi3CPMv7G8wKBCW5pLmtQha9LBMHw86YzvpzppSg3ZG7,https://www.arweave.net/Haad4IpPlR9Kz0iFPtzYsJF7kGU-mCqg4YsQk8kC7uc?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/Fi3CPMv7G8wKBCW5pLmtQha9LBMHw86YzvpzppSg3ZG7,4099,"2/27/2022, 11:06:10 PM",2/27/2022,3i3ffwpATVpJuX1ob2J3dbof412pSbRZDx75rJJM8YXi,3RXN4ER994KwSSHzF4vFoRMCBEzC7pBo9j6jELz2VGJq9SfkzzFMNo4GJQtbqrReA2iCAKKxyTozqGFyMyMZx8JS,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,JAnvu8fB97d4DnynMf8ZYH6Gm7epFnG5yH8ocVwUZwQN,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.022,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1.1
Solana Puppy Pound #638,HHv3bmSug69WXqisEjsoAAAVo9c4ckBEMLoEWcvpvynr,https://www.arweave.net/izTGzNBlCArW4LhkkcbPye_uh-JY-WRoBGqDRwNFuS0?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/HHv3bmSug69WXqisEjsoAAAVo9c4ckBEMLoEWcvpvynr,9022,"2/27/2022, 11:11:32 PM",2/27/2022,CkKdasAeCHP5yNfcNNyka9ykY1nkPSpuSJNZ4tj4FLGs,657TQUqjBZuj9GLwCzbwNYaiDW3NX1fvTcbJRxZP5YGNPA3kmfUP8bYG8NHiKRxa2V8wepCstQJm9eBPm1zXEaDc,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,JAnvu8fB97d4DnynMf8ZYH6Gm7epFnG5yH8ocVwUZwQN,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.023,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1.15
Solana Puppy Pound #8279,FjtSGTLM1ofgYtcP5XYRQod5nPAGJUGoACgpsD2nSpfq,https://www.arweave.net/kFTeGnZLUfVMl8LcnPYCc8m1hA_QidGMfR0XZQFltF8?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/FjtSGTLM1ofgYtcP5XYRQod5nPAGJUGoACgpsD2nSpfq,8837,"2/27/2022, 11:19:03 PM",2/27/2022,HnmVfxcj3TnuC53ngbXwh7B6aQf5DL5FHRmUi39vV378,4sgH2sXEugEgcWU61iJ2HSYWhbrHSTRmZqXHjShHWFHwsPdkewcumaGe5hiddWg7k3uDdnuB62cK7UJw5xRDKNfc,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,ASGYr6s2Paj1Umff5v3iTks8z95teoQQZCRPPG87c2hL,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.02184,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1.092
Solana Puppy Pound #1831,GCYpnEqk2tZVUbrYQ1wD8Kt5mALYcYiziarDtxWrnEwN,https://www.arweave.net/uLXib_B3WvK3L0C64Bk0HKaA7GnX5V-XZOdwVlFXEhM?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/GCYpnEqk2tZVUbrYQ1wD8Kt5mALYcYiziarDtxWrnEwN,9761,"2/27/2022, 12:57:57 PM",2/27/2022,HVcdaMVDodzJgLsEhGazFw3oyFYx9Xm5xvN4sYXmMUAH,5TwzvZQVqrPLgJJYHRJptvyLrsw4pw2heyxjTHHPgtqKLNCuKChUtimBhyLX4xUWpPyW4diXgcUrQKofLhhmNWVL,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,7BCNr1Q5rw53wejvUHrjXE2CKmax2TQWT5ja8HBEkyfh,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.016,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},0.8
Solana Puppy Pound #8192,AKxA3GsLUSgrMx5g1d2wNqCKdDhscyYtMw8jnQz4kuTg,https://www.arweave.net/Pd2BJA3qPxV1mdUK6LguNloc4HhCUUX1zJ1F_0SxKKM?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/AKxA3GsLUSgrMx5g1d2wNqCKdDhscyYtMw8jnQz4kuTg,2307,"2/27/2022, 2:02:49 PM",2/27/2022,CoEqA2FpECo5v1y2MzLFsxseyWZCg5hCtGg3WXMLTdyb,3VFTwvk7Ukp9eJoJjcHPE2kJizTr64ibcm5mAW3jPTe7DZqXufzR4XsUxMQtUxfX8Ttcozrz7JEuJYSEvE4WRMzZ,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,7bv91JwgX2fDFVYRu3VpuMFiHqfFByXT2jUEqw1gpbXs,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.02,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1
Solana Puppy Pound #4471,2C7tv2utvEs6cUrawP5fua2jApzGN5Ea7gNg47odVchp,https://www.arweave.net/OI1tX6GCjNKci9IalZSRFDfO2fpYWCMTeQ0IYx5cdN4?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/2C7tv2utvEs6cUrawP5fua2jApzGN5Ea7gNg47odVchp,3479,"2/27/2022, 2:14:26 PM",2/27/2022,Fez18R3CkMHEVEQhgAxyYvrmBw8cTmihB6CYbDvoabat,5HrjK8ko7Wjn43FU2kFm1QLJDSEx1TpxZp51ncQCGZPiqVr44NUnfp5tCvGhqCno3um4AfQT9ezr7WjG1bmr4vzd,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,H7Lis6nBGWteagDbvB112AwQWhJYpvTXVEGaxmhn6aQP,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.022,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1.1
Solana Puppy Pound #1530,G8wyVPknJN1NNgrcErn1YyFagv6gpkYibCFsuga8QCiZ,https://www.arweave.net/Lr5zPkZCK6Rm7iREoP_9_L_O8Bq4OxrAOFQ7-wSOcQw?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/G8wyVPknJN1NNgrcErn1YyFagv6gpkYibCFsuga8QCiZ,6149,"2/27/2022, 2:28:56 PM",2/27/2022,wcBKtNuDjad73LcrUvjjDRgBLPnTGr6iMV1TKaoCwqB,617SyhBi1Ri4xrvcw1wPXJWjCCiCuSnsgNgsCc1uM6HmEe6dopcdg8SV9smyc43PfVeKbbt53jyGFZq3UqjV5go2,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,d1n4GK4J2uT6AxCNNY18ELCAbYCPiwczYazKLd4Gwkh,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.022,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1.1
Solana Puppy Pound #2760,BofAuJJvVAhaZSRMZju5m3DZqqAEw3qnwWQ8qadRnYU3,https://www.arweave.net/FAC1TxkKHpowp9KRgKtnp7DgZa4xUahZgmCg4cHn6IE?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/BofAuJJvVAhaZSRMZju5m3DZqqAEw3qnwWQ8qadRnYU3,8611,"2/27/2022, 2:34:03 PM",2/27/2022,FFveujPxmYPnhbE5k3ZqHwTwcbP2DQFoAsevEi7DoEVG,2Sy2ah9tZ8uX1mt1PGTbBSEWFzvgMUqfSmit8CUKaJRtpW7tKX9733CBhYCnGdBDHJeRyPRnaDafVdwYkAg4rAfj,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,AkyYUris4xiz7fG346Lx9mQC49zfm5b77W1Niwr7tzA3,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.02,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1
Solana Puppy Pound #1567,5uMtgWwAXUdJ6o3CgN3nNtpcWcKnFzZkqoA1NPxLB7NN,https://www.arweave.net/yCSMcmXune6GYbRPWS8TViMOgMAOprNvRefYUSOP4uo?ext=png,https://storage.googleapis.com/feliz-nft-meta/images/5uMtgWwAXUdJ6o3CgN3nNtpcWcKnFzZkqoA1NPxLB7NN,4341,"2/27/2022, 2:37:03 PM",2/27/2022,2UukfnenEsUP6Too1bEtbQDyFq2MaXAcDPr6oRt8HpDX,cKaeKmfrXFPPgK7rQALSSF5GbZ6ENszjXGPUqEbXphJNrTUtTbJGFrAiJYrUnF9wQKfSvaF3U3zkpAPRrM71C6t,9WMHbunfB3NbyfLX4SMDM881R2xw2sZ9B5RQWkJcYNBV,5qRa9ECwbed1e9wLhwX5KXjWgWDHgwhXPAFbjQAmxKDG,TRANSACTION,M2mx93ekt1fmXSVkTrUL9xVFHkmME8HTUi5Cyc5aF7K,E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe,0.02,1,0,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2,0,{},1
